beta_ising,temperature_inverse_beta,beta_dir,dataset_label,edge_alignment,domain_wall_fraction,n_edges,source_dataset_path
0.17,5.882353,beta_0p17,dataset_002,0.5407407407,0.2296296296,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_002
0.17,5.882353,beta_0p17,dataset_003,0.4956038871,0.2521980565,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_003
0.17,5.882353,beta_0p17,dataset_004,0.5708989805,0.2145505097,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_004
0.17,5.882353,beta_0p17,dataset_005,0.4615384615,0.2692307692,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_005
0.17,5.882353,beta_0p17,dataset_006,0.5577011494,0.2211494253,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_006
0.17,5.882353,beta_0p17,dataset_007,0.6031379788,0.1984310106,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_007
0.17,5.882353,beta_0p17,dataset_008,0.4929709466,0.2535145267,2134,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_008
0.17,5.882353,beta_0p17,dataset_009,0.5212177122,0.2393911439,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_009
0.17,5.882353,beta_0p17,dataset_010,0.5445362718,0.2277318641,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_010
0.17,5.882353,beta_0p17,dataset_011,0.5085292762,0.2457353619,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_011
0.17,5.882353,beta_0p17,dataset_012,0.5512643678,0.2243678161,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_012
0.17,5.882353,beta_0p17,dataset_013,0.5136637332,0.2431681334,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_013
0.17,5.882353,beta_0p17,dataset_014,0.4301833568,0.2849083216,2127,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_014
0.17,5.882353,beta_0p17,dataset_015,0.4921514312,0.2539242844,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_015
0.17,5.882353,beta_0p17,dataset_016,0.4750116768,0.2624941616,2141,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_016
0.17,5.882353,beta_0p17,dataset_017,0.5697510568,0.2151244716,2129,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_017
0.17,5.882353,beta_0p17,dataset_018,0.4821264895,0.2589367553,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_018
0.17,5.882353,beta_0p17,dataset_019,0.4738788719,0.2630605640,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_019
0.17,5.882353,beta_0p17,dataset_020,0.5027777778,0.2486111111,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_020
0.17,5.882353,beta_0p17,dataset_021,0.5349487418,0.2325256291,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_021
0.17,5.882353,beta_0p17,dataset_022,0.4811012599,0.2594493700,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_022
0.17,5.882353,beta_0p17,dataset_023,0.6014760148,0.1992619926,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_023
0.17,5.882353,beta_0p17,dataset_024,0.5377489579,0.2311255211,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_024
0.17,5.882353,beta_0p17,dataset_025,0.5013953488,0.2493023256,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_025
0.17,5.882353,beta_0p17,dataset_026,0.4517625232,0.2741187384,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_026
0.17,5.882353,beta_0p17,dataset_027,0.4594095941,0.2702952030,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_027
0.17,5.882353,beta_0p17,dataset_028,0.4890310786,0.2554844607,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_028
0.17,5.882353,beta_0p17,dataset_029,0.5315813739,0.2342093130,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_029
0.17,5.882353,beta_0p17,dataset_030,0.5354838710,0.2322580645,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_030
0.17,5.882353,beta_0p17,dataset_031,0.5910572892,0.2044713554,2147,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_031
0.17,5.882353,beta_0p17,dataset_032,0.4738304771,0.2630847615,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_032
0.17,5.882353,beta_0p17,dataset_033,0.5344747802,0.2327626099,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_033
0.17,5.882353,beta_0p17,dataset_034,0.5964585275,0.2017707363,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_034
0.17,5.882353,beta_0p17,dataset_035,0.5032925682,0.2483537159,2126,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_035
0.17,5.882353,beta_0p17,dataset_036,0.5470643057,0.2264678472,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_036
0.17,5.882353,beta_0p17,dataset_037,0.6067101584,0.1966449208,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_037
0.17,5.882353,beta_0p17,dataset_038,0.4853479853,0.2573260073,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_038
0.17,5.882353,beta_0p17,dataset_039,0.4864620939,0.2567689531,2216,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_039
0.17,5.882353,beta_0p17,dataset_040,0.6137218045,0.1931390977,2128,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_040
0.17,5.882353,beta_0p17,dataset_041,0.4671669794,0.2664165103,2132,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_041
0.17,5.882353,beta_0p17,dataset_042,0.5117241379,0.2441379310,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_042
0.17,5.882353,beta_0p17,dataset_043,0.4403330250,0.2798334875,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_043
0.17,5.882353,beta_0p17,dataset_044,0.5559684162,0.2220157919,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_044
0.17,5.882353,beta_0p17,dataset_045,0.4527595884,0.2736202058,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_045
0.17,5.882353,beta_0p17,dataset_046,0.5063709297,0.2468145352,2119,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_046
0.17,5.882353,beta_0p17,dataset_047,0.5454122031,0.2272938985,2147,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_047
0.17,5.882353,beta_0p17,dataset_048,0.5527156550,0.2236421725,2191,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_048
0.17,5.882353,beta_0p17,dataset_049,0.6119962512,0.1940018744,2134,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_049
0.17,5.882353,beta_0p17,dataset_050,0.3729128015,0.3135435993,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_050
0.17,5.882353,beta_0p17,dataset_051,0.5156322912,0.2421838544,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_051
0.17,5.882353,beta_0p17,dataset_052,0.5080906149,0.2459546926,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_052
0.17,5.882353,beta_0p17,dataset_053,0.5259740260,0.2370129870,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_053
0.17,5.882353,beta_0p17,dataset_054,0.5180055402,0.2409972299,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_054
0.17,5.882353,beta_0p17,dataset_055,0.5265116279,0.2367441860,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_055
0.17,5.882353,beta_0p17,dataset_056,0.5617566331,0.2191216834,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_056
0.17,5.882353,beta_0p17,dataset_057,0.4926062847,0.2536968577,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_057
0.17,5.882353,beta_0p17,dataset_058,0.5630712980,0.2184643510,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_058
0.17,5.882353,beta_0p17,dataset_059,0.4722735675,0.2638632163,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_059
0.17,5.882353,beta_0p17,dataset_060,0.4039613082,0.2980193459,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_060
0.17,5.882353,beta_0p17,dataset_061,0.5254237288,0.2372881356,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_061
0.17,5.882353,beta_0p17,dataset_062,0.5082586126,0.2458706937,2119,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_062
0.17,5.882353,beta_0p17,dataset_063,0.5149321267,0.2425339367,2210,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_063
0.17,5.882353,beta_0p17,dataset_064,0.4039613082,0.2980193459,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_064
0.17,5.882353,beta_0p17,dataset_065,0.6049723757,0.1975138122,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_065
0.17,5.882353,beta_0p17,dataset_066,0.5699908509,0.2150045746,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_066
0.17,5.882353,beta_0p17,dataset_067,0.5204081633,0.2397959184,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_067
0.17,5.882353,beta_0p17,dataset_068,0.5165137615,0.2417431193,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_068
0.17,5.882353,beta_0p17,dataset_069,0.4600274098,0.2699862951,2189,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_069
0.17,5.882353,beta_0p17,dataset_070,0.5688787185,0.2155606407,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_070
0.17,5.882353,beta_0p17,dataset_071,0.4988334111,0.2505832944,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_071
0.17,5.882353,beta_0p17,dataset_072,0.5188379483,0.2405810259,2203,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_072
0.17,5.882353,beta_0p17,dataset_073,0.5347766006,0.2326116997,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_073
0.17,5.882353,beta_0p17,dataset_074,0.5132127955,0.2433936022,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_074
0.17,5.882353,beta_0p17,dataset_075,0.5228519196,0.2385740402,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_075
0.17,5.882353,beta_0p17,dataset_076,0.4138723013,0.2930638493,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_076
0.17,5.882353,beta_0p17,dataset_077,0.5198156682,0.2400921659,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_077
0.17,5.882353,beta_0p17,dataset_078,0.5233644860,0.2383177570,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_078
0.17,5.882353,beta_0p17,dataset_079,0.5621844883,0.2189077559,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_079
0.17,5.882353,beta_0p17,dataset_080,0.4458391446,0.2770804277,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_080
0.17,5.882353,beta_0p17,dataset_081,0.5726811260,0.2136594370,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_081
0.17,5.882353,beta_0p17,dataset_082,0.6476057648,0.1761971176,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_082
0.17,5.882353,beta_0p17,dataset_083,0.4730426629,0.2634786685,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_083
0.17,5.882353,beta_0p17,dataset_084,0.4984126984,0.2507936508,2205,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_084
0.17,5.882353,beta_0p17,dataset_085,0.4883295195,0.2558352403,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_085
0.17,5.882353,beta_0p17,dataset_086,0.5195942831,0.2402028585,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_086
0.17,5.882353,beta_0p17,dataset_087,0.5936073059,0.2031963470,2190,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_087
0.17,5.882353,beta_0p17,dataset_088,0.5246511628,0.2376744186,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_088
0.17,5.882353,beta_0p17,dataset_089,0.5737253101,0.2131373450,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p17/dataset_089
0.19,5.263158,beta_0p19,dataset_000,0.5807496529,0.2096251735,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_000
0.19,5.263158,beta_0p19,dataset_001,0.6743755782,0.1628122109,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_001
0.19,5.263158,beta_0p19,dataset_002,0.6811059908,0.1594470046,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_002
0.19,5.263158,beta_0p19,dataset_003,0.6217948718,0.1891025641,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_003
0.19,5.263158,beta_0p19,dataset_004,0.6495132128,0.1752433936,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_004
0.19,5.263158,beta_0p19,dataset_005,0.6165517241,0.1917241379,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_005
0.19,5.263158,beta_0p19,dataset_006,0.6086755884,0.1956622058,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_006
0.19,5.263158,beta_0p19,dataset_007,0.7414965986,0.1292517007,2205,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_007
0.19,5.263158,beta_0p19,dataset_008,0.5684608121,0.2157695940,2118,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_008
0.19,5.263158,beta_0p19,dataset_009,0.6548223350,0.1725888325,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_009
0.19,5.263158,beta_0p19,dataset_010,0.6379388965,0.1810305518,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_010
0.19,5.263158,beta_0p19,dataset_011,0.6886836028,0.1556581986,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_011
0.19,5.263158,beta_0p19,dataset_012,0.6546296296,0.1726851852,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_012
0.19,5.263158,beta_0p19,dataset_013,0.6994535519,0.1502732240,2196,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_013
0.19,5.263158,beta_0p19,dataset_014,0.6742039686,0.1628980157,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_014
0.19,5.263158,beta_0p19,dataset_015,0.6099773243,0.1950113379,2205,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_015
0.19,5.263158,beta_0p19,dataset_016,0.6443202980,0.1778398510,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_016
0.19,5.263158,beta_0p19,dataset_017,0.6153494746,0.1923252627,2189,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_017
0.19,5.263158,beta_0p19,dataset_018,0.5321100917,0.2339449541,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_018
0.19,5.263158,beta_0p19,dataset_019,0.6517412935,0.1741293532,2211,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_019
0.19,5.263158,beta_0p19,dataset_020,0.7026158788,0.1486920606,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_020
0.19,5.263158,beta_0p19,dataset_021,0.5813734713,0.2093132643,2126,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_021
0.19,5.263158,beta_0p19,dataset_022,0.6697588126,0.1651205937,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_022
0.19,5.263158,beta_0p19,dataset_023,0.7101051669,0.1449474166,2187,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_023
0.19,5.263158,beta_0p19,dataset_024,0.6788990826,0.1605504587,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_024
0.19,5.263158,beta_0p19,dataset_025,0.6519721578,0.1740139211,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_025
0.19,5.263158,beta_0p19,dataset_026,0.6535580524,0.1732209738,2136,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_026
0.19,5.263158,beta_0p19,dataset_027,0.7100646353,0.1449676824,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_027
0.19,5.263158,beta_0p19,dataset_028,0.6865061336,0.1567469332,2201,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_028
0.19,5.263158,beta_0p19,dataset_029,0.6938870742,0.1530564629,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_029
0.19,5.263158,beta_0p19,dataset_030,0.7039413382,0.1480293309,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_030
0.19,5.263158,beta_0p19,dataset_031,0.6826568266,0.1586715867,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_031
0.19,5.263158,beta_0p19,dataset_032,0.6131147541,0.1934426230,2135,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_032
0.19,5.263158,beta_0p19,dataset_033,0.6781927155,0.1609036422,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_033
0.19,5.263158,beta_0p19,dataset_034,0.6186480186,0.1906759907,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_034
0.19,5.263158,beta_0p19,dataset_035,0.5970356647,0.2014821677,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_035
0.19,5.263158,beta_0p19,dataset_036,0.6700648749,0.1649675626,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_036
0.19,5.263158,beta_0p19,dataset_037,0.7043558851,0.1478220575,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_037
0.19,5.263158,beta_0p19,dataset_038,0.6587190276,0.1706404862,2139,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_038
0.19,5.263158,beta_0p19,dataset_039,0.6638811513,0.1680594243,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_039
0.19,5.263158,beta_0p19,dataset_040,0.5083333333,0.2458333333,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_040
0.19,5.263158,beta_0p19,dataset_041,0.5938803894,0.2030598053,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_041
0.19,5.263158,beta_0p19,dataset_042,0.7404157044,0.1297921478,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_042
0.19,5.263158,beta_0p19,dataset_043,0.6659017898,0.1670491051,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_043
0.19,5.263158,beta_0p19,dataset_044,0.6510874595,0.1744562702,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_044
0.19,5.263158,beta_0p19,dataset_045,0.6470037453,0.1764981273,2136,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_045
0.19,5.263158,beta_0p19,dataset_046,0.5197766403,0.2401116799,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_046
0.19,5.263158,beta_0p19,dataset_047,0.6484848485,0.1757575758,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_047
0.19,5.263158,beta_0p19,dataset_048,0.5684964200,0.2157517900,2095,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_048
0.19,5.263158,beta_0p19,dataset_049,0.6240256763,0.1879871619,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_049
0.19,5.263158,beta_0p19,dataset_050,0.6993039443,0.1503480278,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_050
0.19,5.263158,beta_0p19,dataset_051,0.6485623003,0.1757188498,2191,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_051
0.19,5.263158,beta_0p19,dataset_052,0.7659380692,0.1170309654,2196,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_052
0.19,5.263158,beta_0p19,dataset_053,0.6380597015,0.1809701493,2144,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_053
0.19,5.263158,beta_0p19,dataset_054,0.5837231057,0.2081384471,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_054
0.19,5.263158,beta_0p19,dataset_055,0.5835616438,0.2082191781,2190,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_055
0.19,5.263158,beta_0p19,dataset_056,0.6619200735,0.1690399633,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_056
0.19,5.263158,beta_0p19,dataset_057,0.7476894640,0.1261552680,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_057
0.19,5.263158,beta_0p19,dataset_058,0.5968562182,0.2015718909,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_058
0.19,5.263158,beta_0p19,dataset_059,0.6361098185,0.1819450907,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_059
0.19,5.263158,beta_0p19,dataset_060,0.6785548865,0.1607225567,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_060
0.19,5.263158,beta_0p19,dataset_061,0.5815668203,0.2092165899,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_061
0.19,5.263158,beta_0p19,dataset_062,0.6461397059,0.1769301471,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_062
0.19,5.263158,beta_0p19,dataset_063,0.5728245696,0.2135877152,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_063
0.19,5.263158,beta_0p19,dataset_064,0.5973904939,0.2013047530,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_064
0.19,5.263158,beta_0p19,dataset_065,0.6707818930,0.1646090535,2187,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_065
0.19,5.263158,beta_0p19,dataset_066,0.6441216523,0.1779391739,2203,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_066
0.19,5.263158,beta_0p19,dataset_067,0.6655978012,0.1672010994,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_067
0.19,5.263158,beta_0p19,dataset_068,0.6738934056,0.1630532972,2214,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_068
0.19,5.263158,beta_0p19,dataset_069,0.7051460362,0.1474269819,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_069
0.19,5.263158,beta_0p19,dataset_070,0.6971928210,0.1514035895,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_070
0.19,5.263158,beta_0p19,dataset_071,0.6096207216,0.1951896392,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_071
0.19,5.263158,beta_0p19,dataset_072,0.6369575362,0.1815212319,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_072
0.19,5.263158,beta_0p19,dataset_073,0.6526217228,0.1736891386,2136,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_073
0.19,5.263158,beta_0p19,dataset_074,0.7304507820,0.1347746090,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_074
0.19,5.263158,beta_0p19,dataset_075,0.6238273921,0.1880863039,2132,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_075
0.19,5.263158,beta_0p19,dataset_076,0.6037209302,0.1981395349,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_076
0.19,5.263158,beta_0p19,dataset_077,0.7178654292,0.1410672854,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p19/dataset_077
